Year,Series,concept.REF_AREA,concept.COMPOSITE_BREAKDOWN,Value
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_FIREX,84
2015,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_FLOOD,6
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_FLOOD,5
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_FLOOD,1
2015,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_STORM,12
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_STORM,66
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_STORM,55
2015,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_CNFLCT,7
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_CNFLCT,98
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_CNFLCT,60
2015,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000013,,32
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000013,,243
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000013,,271
2015,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_FIREX,15
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_FIREX,26
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_FIREX,37
2015,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_FLOOD,6
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_FLOOD,5
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_FLOOD,2
2015,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_STORM,3
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_STORM,11
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_STORM,10
2015,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,1
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,3
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,4
2015,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000012,,25
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000012,,55
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000012,,72
2015,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_FIREX,29
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_FIREX,50
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_FIREX,57
2015,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_FLOOD,20
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_FLOOD,44
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_FLOOD,24
2015,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_STORM,40
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_STORM,71
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_STORM,143
2015,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,16
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,57
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,266
2015,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,2
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,11
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,27
2015,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000014,,107
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000014,,236
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000014,,523
2015,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_FIREX,3
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_FIREX,12
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_FIREX,13
2015,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_STORM,11
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_STORM,10
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_STORM,20
2015,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,2
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,2
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,2
2015,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000015,,16
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000015,,42
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000015,,49
2016,CL_SERIES.VC_DSR_N,,CL_COMP_BREAKDOWN.HZT_ERQAK,6
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000001,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,33
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000001,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,7
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000001,CL_COMP_BREAKDOWN.HZT_OTHER,5
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000001,CL_COMP_BREAKDOWN.HZT_OTHER,19
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_LNDSL,3
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_LNDSL,3
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_CNFLCT,6
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_CNFLCT,2
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_OTHER,2
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_OTHER,2
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000004,CL_COMP_BREAKDOWN.HZT_FLOOD,2
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000004,CL_COMP_BREAKDOWN.HZT_FLOOD,3
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000004,CL_COMP_BREAKDOWN.HZT_STORM,21
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000004,CL_COMP_BREAKDOWN.HZT_STORM,44
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000006,CL_COMP_BREAKDOWN.HZT_OTHER,2
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000006,CL_COMP_BREAKDOWN.HZT_OTHER,4
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_ERQAK,4
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_LNDSL,1
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_LNDSL,2
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,3
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,11
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_OTHER,1
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_OTHER,4
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000009,CL_COMP_BREAKDOWN.HZT_OTHER,1
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,2
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,2
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_LNDSL,1
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_LNDSL,3
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_CNFLCT,1
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_ERQAK,1
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,2
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,2
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_LNDSL,4
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_OTHER,5
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_OTHER,24
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_LNDSL,4
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_LNDSL,14
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,8
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,11
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_OTHER,1
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_OTHER,46
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_ERQAK,1
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,6
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,12
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_OTHER,3
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_OTHER,6
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_OTHER,3
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_OTHER,6
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_FLOOD,9
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_FLOOD,5
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,9
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,7
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000002,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,3
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,1
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000004,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,3
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000004,CL_COMP_BREAKDOWN.HZT_CNFLCT,5
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000004,CL_COMP_BREAKDOWN.HZT_OTHER,3
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_CNFLCT,1
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000007,CL_COMP_BREAKDOWN.HZT_OTHER,2
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000009,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,10
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,3
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_OTHER,3
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_LNDSL,1
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_OTHER,2
2015,CL_SERIES.VC_DSR_HH,,CL_COMP_BREAKDOWN.HZT_FIREX,2698
2016,CL_SERIES.VC_DSR_HH,,CL_COMP_BREAKDOWN.HZT_FIREX,2174
2017,CL_SERIES.VC_DSR_HH,,CL_COMP_BREAKDOWN.HZT_FIREX,1878
2015,CL_SERIES.VC_DSR_HH,,CL_COMP_BREAKDOWN.HZT_FLOOD,188045
2016,CL_SERIES.VC_DSR_HH,,CL_COMP_BREAKDOWN.HZT_FLOOD,128108
2017,CL_SERIES.VC_DSR_HH,,CL_COMP_BREAKDOWN.HZT_FLOOD,64870
2015,CL_SERIES.VC_DSR_HH,,CL_COMP_BREAKDOWN.HZT_STORM,6119
2016,CL_SERIES.VC_DSR_HH,,CL_COMP_BREAKDOWN.HZT_STORM,66928
2017,CL_SERIES.VC_DSR_HH,,CL_COMP_BREAKDOWN.HZT_STORM,17038
2015,CL_SERIES.VC_DSR_HH,,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,2425
2016,CL_SERIES.VC_DSR_HH,,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,3104
2017,CL_SERIES.VC_DSR_HH,,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,6836
2015,CL_SERIES.VC_DSR_HH,,CL_COMP_BREAKDOWN.HZT_LNDSL,992
2016,CL_SERIES.VC_DSR_HH,,CL_COMP_BREAKDOWN.HZT_LNDSL,201
2017,CL_SERIES.VC_DSR_HH,,CL_COMP_BREAKDOWN.HZT_LNDSL,130
2015,CL_SERIES.VC_DSR_HH,,CL_COMP_BREAKDOWN.HZT_CNFLCT,1849
2016,CL_SERIES.VC_DSR_HH,,CL_COMP_BREAKDOWN.HZT_CNFLCT,7505
2017,CL_SERIES.VC_DSR_HH,,CL_COMP_BREAKDOWN.HZT_CNFLCT,11914
2015,CL_SERIES.VC_DSR_HH,,,202128
2016,CL_SERIES.VC_DSR_HH,,,208801
2017,CL_SERIES.VC_DSR_HH,,,119352
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000001,CL_COMP_BREAKDOWN.HZT_FIREX,15
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000001,CL_COMP_BREAKDOWN.HZT_FIREX,96
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000001,CL_COMP_BREAKDOWN.HZT_FIREX,110
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000001,CL_COMP_BREAKDOWN.HZT_FLOOD,589
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000001,CL_COMP_BREAKDOWN.HZT_FLOOD,694
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000001,CL_COMP_BREAKDOWN.HZT_FLOOD,368
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000001,CL_COMP_BREAKDOWN.HZT_STORM,84
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000001,CL_COMP_BREAKDOWN.HZT_STORM,649
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000001,CL_COMP_BREAKDOWN.HZT_STORM,660
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000001,CL_COMP_BREAKDOWN.HZT_LNDSL,11
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000001,CL_COMP_BREAKDOWN.HZT_CNFLCT,278
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000001,CL_COMP_BREAKDOWN.HZT_CNFLCT,704
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000001,CL_COMP_BREAKDOWN.HZT_CNFLCT,402
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000001,,977
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000001,,2356
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000001,,1769
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000002,CL_COMP_BREAKDOWN.HZT_FIREX,8
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000002,CL_COMP_BREAKDOWN.HZT_FIREX,17
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000002,CL_COMP_BREAKDOWN.HZT_FIREX,7
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000002,CL_COMP_BREAKDOWN.HZT_STORM,85
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000002,CL_COMP_BREAKDOWN.HZT_STORM,71
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000002,CL_COMP_BREAKDOWN.HZT_STORM,57
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000002,CL_COMP_BREAKDOWN.HZT_LNDSL,100
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000002,,193
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000002,,88
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000002,,64
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_FIREX,10
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_FIREX,24
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_FIREX,34
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_FLOOD,2217
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_FLOOD,348
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_FLOOD,455
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_STORM,11
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_STORM,41
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_STORM,7
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000003,,2238
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000003,,1472
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000003,,1513
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000004,CL_COMP_BREAKDOWN.HZT_FIREX,15
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000004,CL_COMP_BREAKDOWN.HZT_FIREX,20
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000004,CL_COMP_BREAKDOWN.HZT_FIREX,11
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000004,CL_COMP_BREAKDOWN.HZT_LNDSL,873
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000004,CL_COMP_BREAKDOWN.HZT_LNDSL,168
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000004,CL_COMP_BREAKDOWN.HZT_LNDSL,56
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000004,,888
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000004,,964
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000004,,1620
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_FIREX,147
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_FIREX,30
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_FIREX,137
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_FLOOD,27833
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_FLOOD,12646
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_FLOOD,10683
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_STORM,576
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_STORM,19233
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_STORM,3218
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,18
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,33
